"invoice_id","stock_code","description","quantity","invoice_date","unit_price","customer_id","country"
"571305","22297","HEART IVORY TRELLIS SMALL",1,"2011-10-17 09:55:00",2.46,\N,"United Kingdom"
"555646","20718","RED RETROSPOT SHOPPER BAG",100,"2011-06-06 13:32:00",1.06,14135,"United Kingdom"
"567656","90087","CRYSTAL SEA HORSE PHONE CHARM",1,"2011-09-21 14:40:00",1.63,14096,"United Kingdom"
"509352","22380","TOY TIDY SPACEBOY  ",200,"2010-05-21 13:33:00",1.49,18102,"United Kingdom"
"568645","22728","ALARM CLOCK BAKELIKE PINK",4,"2011-09-28 11:38:00",3.75,12656,"France"
"534289","72817","SET OF 2 CHRISTMAS DECOUPAGE CANDLE",2,"2010-11-22 11:25:00",1.66,\N,"United Kingdom"
"521820","22625","RED KITCHEN SCALES",2,"2010-09-08 16:29:00",8.5,17732,"United Kingdom"
"580279","22349","DOG BOWL CHASING BALL DESIGN",6,"2011-12-02 13:12:00",3.75,15123,"United Kingdom"
"552232","22465","HANGING METAL STAR LANTERN",3,"2011-05-06 15:54:00",3.29,\N,"United Kingdom"
"532953","21705","BAG 500g SWIRLY MARBLES",1,"2010-11-15 12:17:00",3.36,\N,"United Kingdom"
"565231","22224","WHITE LOVEBIRD LANTERN",3,"2011-09-02 09:26:00",5.79,\N,"United Kingdom"
"576321","85071D","CHARLIE+LOLA MY ROOM DOOR SIGN",1,"2011-11-14 14:59:00",0.39,14953,"United Kingdom"
"574942","21915","RED  HARMONICA IN BOX ",240,"2011-11-07 17:50:00",1.06,15330,"United Kingdom"
"507177","22262","FELT EGG COSY CHICKEN",1,"2010-05-06 15:09:00",1.66,\N,"United Kingdom"
"579154","22952","60 CAKE CASES VINTAGE CHRISTMAS",4,"2011-11-28 13:27:00",0.55,17218,"United Kingdom"
"500091","22412","METAL SIGN NEIGHBOURHOOD WITCH ",1,"2010-03-04 12:06:00",4.21,\N,"United Kingdom"
"489537","72008","FROSTED BOX 9 WHITE T-LIGHT CANDLES",24,"2009-12-01 12:14:00",0.42,14040,"United Kingdom"
"566602","23295","SET OF 12 MINI LOAF BAKING CASES",1,"2011-09-13 16:05:00",2.46,\N,"United Kingdom"
"513647","22505","MEMO BOARD COTTAGE DESIGN",48,"2010-06-28 08:28:00",4.25,14646,"Netherlands"
"578996","20718","RED RETROSPOT SHOPPER BAG",10,"2011-11-27 16:02:00",1.25,13991,"United Kingdom"
"521795","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",1,"2010-09-08 13:57:00",5.06,\N,"United Kingdom"
"548404","21622","VINTAGE UNION JACK CUSHION COVER",4,"2011-03-31 09:38:00",4.95,16398,"United Kingdom"
"510544","82551","LAUNDRY 15C METAL SIGN",3,"2010-06-01 15:05:00",1.25,13869,"United Kingdom"
"556341","21407","BROWN CHECK CAT DOORSTOP ",3,"2011-06-10 11:36:00",4.25,16614,"United Kingdom"
"537240","22144","CHRISTMAS CRAFT LITTLE FRIENDS",5,"2010-12-06 10:08:00",4.21,\N,"United Kingdom"
"541282","37370","RETRO COFFEE MUGS ASSORTED",6,"2011-01-17 12:31:00",1.25,17690,"United Kingdom"
"530568","37500","TEA TIME TEAPOT IN GIFT BOX",2,"2010-11-03 14:02:00",9.95,13554,"United Kingdom"
"552953","23203","JUMBO BAG DOILEY PATTERNS",5,"2011-05-12 12:11:00",2.08,16745,"United Kingdom"
"539631","21982","PACK OF 12 SUKI TISSUES ",1,"2010-12-20 15:03:00",0.85,\N,"United Kingdom"
"554974","23175","REGENCY MILK JUG PINK ",4,"2011-05-27 17:14:00",3.25,14031,"United Kingdom"
"519907","21166","COOK WITH WINE METAL SIGN ",2,"2010-08-22 13:40:00",1.95,15059,"United Kingdom"
"518910","21770","OPEN CLOSED METAL SIGN",1,"2010-08-12 14:35:00",4.95,15984,"United Kingdom"
"553375","21668","RED STRIPE CERAMIC DRAWER KNOB",24,"2011-05-16 14:53:00",1.25,14911,"EIRE"
"552702","21758","VINTAGE SHELLS PRINT",1,"2011-05-10 16:00:00",12.46,\N,"United Kingdom"
"490400","79323B","BLACK CHERRY LIGHTS",2,"2009-12-06 10:41:00",6.75,16104,"United Kingdom"
"514728","84872A","TEATIME FUNKY FLOWER BACKPACK FOR 2",1,"2010-07-06 09:51:00",11.02,\N,"United Kingdom"
"563205","23347","I LOVE LONDON BEAKER",1,"2011-08-14 12:03:00",1.25,14040,"United Kingdom"
"546305","23050","RECYCLED ACAPULCO MAT GREEN",1,"2011-03-10 16:16:00",8.25,14056,"United Kingdom"
"526322","22113","GREY HEART HOT WATER BOTTLE",8,"2010-10-11 12:07:00",3.45,17829,"United Arab Emirates"
"526890","21930","JUMBO STORAGE BAG SKULLS",100,"2010-10-13 14:40:00",1.65,15032,"United Kingdom"
"538255","21527","RED RETROSPOT TRADITIONAL TEAPOT ",2,"2010-12-10 12:33:00",7.95,14911,"EIRE"
"495577","21212","PACK OF 72 RETRO SPOT CAKE CASES",72,"2010-01-26 09:45:00",0.55,13767,"United Kingdom"
"545226","22920","HERB MARKER BASIL",12,"2011-03-01 09:33:00",0.65,12428,"Finland"
"533581","22453","MEASURING TAPE BABUSHKA BLUE",1,"2010-11-18 11:29:00",2.95,16445,"United Kingdom"
"515141","22296","HEART IVORY TRELLIS LARGE",24,"2010-07-08 14:24:00",1.65,14692,"United Kingdom"
"544067","22773","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",12,"2011-02-15 14:02:00",1.25,16431,"United Kingdom"
"520132","22355","CHARLOTTE BAG SUKI DESIGN",10,"2010-08-24 11:57:00",0.85,17160,"United Kingdom"
"556910","21065","BOOM BOX SPEAKER GIRLS",2,"2011-06-15 13:25:00",5.95,12748,"United Kingdom"
"506224","82484","WOOD BLACK BOARD ANT WHITE FINISH",1,"2010-04-28 11:55:00",13.57,\N,"United Kingdom"
"568163","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",1,"2011-09-25 12:34:00",0.85,14540,"United Kingdom"
"534662","22505","MEMO BOARD COTTAGE DESIGN",4,"2010-11-23 13:47:00",4.95,14898,"United Kingdom"
"537818","22114","HOT WATER BOTTLE TEA AND SYMPATHY",4,"2010-12-08 13:53:00",3.95,12766,"Portugal"
"556288","20977","36 PENCILS TUBE WOODLAND",16,"2011-06-10 09:23:00",1.25,13426,"United Kingdom"
"533027","22952","60 CAKE CASES VINTAGE CHRISTMAS",563,"2010-11-15 16:02:00",1.5,\N,"United Kingdom"
"578066","20724","RED RETROSPOT CHARLOTTE BAG",1,"2011-11-22 15:43:00",0.85,\N,"United Kingdom"
"503067","22032","BOTANICAL LILY GREETING CARD",12,"2010-03-30 09:47:00",0.42,14911,"EIRE"
"514317","84989A","75 GREEN FAIRY CAKE CASES",1,"2010-07-01 13:42:00",0.55,16809,"United Kingdom"
"528308","22357","KINGS CHOICE BISCUIT TIN",1,"2010-10-21 12:11:00",4.25,14527,"United Kingdom"
"560090","22775","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",1,"2011-07-14 16:46:00",2.46,\N,"United Kingdom"
"507424","22481","BLACK TEA TOWEL CLASSIC DESIGN",1,"2010-05-09 15:22:00",1.25,12748,"United Kingdom"
"537374","22758","LARGE PURPLE BABUSHKA NOTEBOOK  ",3,"2010-12-06 12:55:00",1.25,17259,"United Kingdom"
"578067","90133","TEAL/FUSCHIA COL BEAD NECKLACE",1,"2011-11-22 15:43:00",4.98,\N,"United Kingdom"
"553461","22423","REGENCY CAKESTAND 3 TIER",3,"2011-05-17 10:57:00",12.75,16316,"United Kingdom"
"493810","46000M","POLYESTER FILLER PAD 45x45cm",6,"2010-01-07 11:47:00",1.55,13727,"United Kingdom"
"549427","22797","damages",-12,"2011-04-08 11:56:00",0,\N,"United Kingdom"
"567074","20713","JUMBO BAG OWLS",10,"2011-09-16 12:22:00",2.08,17068,"United Kingdom"
"559699","22973","CHILDREN'S CIRCUS PARADE MUG",12,"2011-07-12 08:52:00",1.65,12682,"France"
"502746","48138","DOOR MAT UNION FLAG",1,"2010-03-26 12:53:00",13.57,\N,"United Kingdom"
"536156","22380","TOY TIDY SPACEBOY  ",1,"2010-11-30 11:51:00",5.06,\N,"United Kingdom"
"530087","22730","ALARM CLOCK BAKELIKE IVORY",4,"2010-11-01 13:33:00",3.75,16732,"United Kingdom"
"507728","21506","FANCY FONT BIRTHDAY CARD, ",24,"2010-05-11 12:04:00",0.42,13093,"United Kingdom"
"507942","84743C",\N,-43,"2010-05-12 10:26:00",0,\N,"United Kingdom"
"503773","47591A","CAROUSEL DES CHILD'S APRON",1,"2010-04-07 10:59:00",1.65,16400,"United Kingdom"
"541421","85071B","RED CHARLIE+LOLA PERSONAL DOORSIGN",1,"2011-01-17 17:44:00",0.83,\N,"United Kingdom"
"552949","85123A","WHITE HANGING HEART T-LIGHT HOLDER",10,"2011-05-12 12:01:00",2.95,16033,"United Kingdom"
"492768","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2009-12-18 15:06:00",1.25,12839,"United Kingdom"
"513995","20828","GLITTER BUTTERFLY CLIPS",6,"2010-06-30 08:50:00",2.55,13813,"Germany"
"C547229","22801","ANTIQUE GLASS PEDESTAL BOWL",-1,"2011-03-21 15:49:00",3.75,17213,"United Kingdom"
"577085","35961","FOLKART ZINC HEART CHRISTMAS DEC",12,"2011-11-17 15:47:00",0.85,12997,"United Kingdom"
"540364","22358","KINGS CHOICE TEA CADDY ",1,"2011-01-06 16:03:00",2.95,14505,"United Kingdom"
"500323","22167","WALL MIRROR , DIAMANTE OVAL SHAPE",2,"2010-03-07 12:09:00",9.95,13958,"United Kingdom"
"543013","22360","GLASS JAR ENGLISH CONFECTIONERY",3,"2011-02-02 13:35:00",5.79,\N,"United Kingdom"
"501907","21982","PACK OF 12 SUKI TISSUES ",24,"2010-03-21 16:13:00",0.29,13451,"United Kingdom"
"548893","84978","HANGING HEART JAR T-LIGHT HOLDER",18,"2011-04-04 15:54:00",2.46,\N,"United Kingdom"
"572244","22297","HEART IVORY TRELLIS SMALL",24,"2011-10-21 15:54:00",1.25,14233,"United Kingdom"
"578149","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",7,"2011-11-23 11:11:00",10.79,\N,"United Kingdom"
"494780","85196","EASTER BUNNIES ON A STICK",12,"2010-01-18 12:59:00",0.55,14442,"Channel Islands"
"565451","20725","LUNCH BAG RED RETROSPOT",10,"2011-09-04 15:37:00",1.65,15365,"United Kingdom"
"555257","23299","FOOD COVER WITH BEADS SET 2 ",1,"2011-06-01 15:28:00",3.75,17596,"United Kingdom"
"507836","21556",\N,-27,"2010-05-11 13:25:00",0,\N,"United Kingdom"
"507235","17109D","FLOWER FAIRY INCENSE BOUQUET",36,"2010-05-07 09:04:00",0.38,14298,"United Kingdom"
"504386","22561","WOODEN SCHOOL COLOURING SET",6,"2010-04-13 11:38:00",1.65,14057,"United Kingdom"
"536804","21484","CHICK GREY HOT WATER BOTTLE",36,"2010-12-02 16:34:00",2.95,14031,"United Kingdom"
"490745","79026B","S/4 ICON COASTER,ELVIS LIVES",1,"2009-12-07 18:02:00",2.57,\N,"United Kingdom"
"514514","21472","LADYBIRD + BEE RAFFIA FOOD COVER",1,"2010-07-04 13:59:00",3.75,15976,"United Kingdom"
"559055","21619","4 VANILLA BOTANICAL CANDLES",1,"2011-07-05 17:09:00",2.46,\N,"United Kingdom"
"510445","21648","ASSORTED TUTTI FRUTTI SMALL PURSE",3,"2010-05-30 15:58:00",1.25,18069,"United Kingdom"
"517454","22167","WALL MIRROR , DIAMANTE OVAL SHAPE",1,"2010-07-29 11:22:00",20.38,\N,"United Kingdom"
"499398","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",2,"2010-02-26 13:01:00",8.5,15309,"United Kingdom"
"572091","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",3,"2011-10-20 14:40:00",4.95,15129,"United Kingdom"
"551599","47566","PARTY BUNTING",4,"2011-05-03 11:34:00",4.95,15696,"United Kingdom"
"563741","22180","RETROSPOT LAMP",2,"2011-08-19 08:57:00",9.95,14759,"United Kingdom"
"523614","82494L","WOODEN FRAME ANTIQUE WHITE ",6,"2010-09-23 10:49:00",2.95,16857,"United Kingdom"
"501267","21228","POCKET MIRROR ""GLAMOROUS""",12,"2010-03-15 12:54:00",1.25,17085,"United Kingdom"
"559896","21210","SET OF 72 RETROSPOT PAPER  DOILIES",3,"2011-07-13 12:15:00",1.45,15530,"United Kingdom"
"555147","20675","BLUE POLKADOT BOWL",8,"2011-05-31 15:41:00",1.25,13505,"Switzerland"
"520046","21934","SKULL SHOULDER BAG",3,"2010-08-23 14:38:00",1.65,15005,"United Kingdom"
"505771","22524","CHILDRENS GARDEN GLOVES BLUE",12,"2010-04-26 10:31:00",1.25,14493,"United Kingdom"
"524368","22697","GREEN REGENCY TEACUP AND SAUCER",1,"2010-09-28 17:18:00",5.91,\N,"United Kingdom"
"553151","22716","CARD CIRCUS PARADE",12,"2011-05-13 14:53:00",0.42,13089,"United Kingdom"
"537381","85038","6 CHOCOLATE LOVE HEART T-LIGHTS",6,"2010-12-06 13:13:00",2.1,14667,"United Kingdom"
"530927","22077","6 RIBBONS RUSTIC CHARM",3,"2010-11-04 16:51:00",1.65,18181,"United Kingdom"
"565407","23126","FELTCRAFT GIRL AMELIE KIT",1,"2011-09-04 11:00:00",4.95,16983,"United Kingdom"
"513560","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,"2010-06-25 13:37:00",1.95,13564,"United Kingdom"
"520857","22596","CHRISTMAS STAR WISH LIST CHALKBOARD",1,"2010-08-31 13:41:00",0.85,17126,"United Kingdom"
"563555","22629","SPACEBOY LUNCH BOX ",4,"2011-08-17 13:21:00",1.95,16755,"United Kingdom"
"549274","22518","CHILDS GARDEN BRUSH BLUE",6,"2011-04-07 13:07:00",2.1,12721,"France"
"494495","21950","SET OF 6 DOTS CHOPSTICKS",1,"2010-01-14 17:43:00",2.51,\N,"United Kingdom"
"525964","22632","HAND WARMER RED RETROSPOT",12,"2010-10-08 09:23:00",2.1,13093,"United Kingdom"
"579777","22477","WATERING CAN GARDEN MARKER",2,"2011-11-30 15:13:00",2.46,\N,"United Kingdom"
"497591","21975","PACK OF 60 DINOSAUR CAKE CASES",1,"2010-02-10 18:02:00",1.28,\N,"United Kingdom"
"506162","22223","CAKE PLATE LOVEBIRD PINK",3,"2010-04-28 09:15:00",4.95,13081,"United Kingdom"
"571851","23167","SMALL CERAMIC TOP STORAGE JAR ",96,"2011-10-19 13:02:00",0.69,12596,"Spain"
"541869","22276","WASH BAG VINTAGE ROSE PAISLEY",1,"2011-01-24 09:35:00",5.79,\N,"United Kingdom"
"560729","23080","RED METAL BOX TOP SECRET",6,"2011-07-20 14:39:00",8.25,17511,"United Kingdom"
"556826","20712","JUMBO BAG WOODLAND ANIMALS",14,"2011-06-15 10:25:00",4.13,\N,"United Kingdom"
"511548","22417","PACK OF 60 SPACEBOY CAKE CASES",24,"2010-06-09 09:05:00",0.55,14388,"United Kingdom"
"513647","22147","FELTCRAFT BUTTERFLY HEARTS",40,"2010-06-28 08:28:00",1.25,14646,"Netherlands"
"510496","22504","CABIN BAG VINTAGE RETROSPOT",1,"2010-06-01 12:37:00",29.95,\N,"United Kingdom"
"497284","21080","SET/20 RED SPOTTY PAPER NAPKINS ",2,"2010-02-08 14:00:00",0.85,17514,"United Kingdom"
"542624","22852","DOG BOWL VINTAGE CREAM",1,"2011-01-31 09:48:00",8.29,\N,"United Kingdom"
"534510","22432","WATERING CAN PINK BUNNY",1,"2010-11-23 11:45:00",1.95,17237,"United Kingdom"
"540255","21881","CUTE CATS TAPE",1,"2011-01-05 16:50:00",0.43,\N,"United Kingdom"
"492303","21069","VINTAGE BILLBOARD TEA MUG",1,"2009-12-16 11:57:00",2.57,\N,"United Kingdom"
"C546131","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",-1,"2011-03-09 15:08:00",4.95,16057,"United Kingdom"
"537666","21002","ROSE DU SUD DRAWSTRING BAG",3,"2010-12-07 18:36:00",3.36,\N,"United Kingdom"
"538567","20676","RED RETROSPOT BOWL",8,"2010-12-13 11:23:00",1.25,13999,"United Kingdom"
"571046","84012","MAGIC SHEEP WOOL GROWING FROM PAPER",5,"2011-10-13 13:35:00",0.85,18096,"United Kingdom"
"561217","23172","REGENCY TEA PLATE PINK",2,"2011-07-25 17:09:00",3.29,\N,"United Kingdom"
"511335","22057","CERAMIC PLATE STRAWBERRY DESIGN",240,"2010-06-08 10:44:00",0.87,18102,"United Kingdom"
"567612","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",12,"2011-09-21 11:48:00",1.25,17164,"United Kingdom"
"522150","22639","SET OF 4 NAPKIN CHARMS HEARTS",6,"2010-09-13 10:44:00",2.55,13613,"United Kingdom"
"508036","84795D",\N,23,"2010-05-12 12:07:00",0,\N,"United Kingdom"
"569544","20840","FRENCH FLORAL CUSHION COVER ",1,"2011-10-04 16:33:00",3.29,\N,"United Kingdom"
"540640","22845","VINTAGE CREAM CAT FOOD CONTAINER",1,"2011-01-10 12:36:00",6.35,14527,"United Kingdom"
"577334","23133","LARGE IVORY HEART WALL ORGANISER",2,"2011-11-18 14:42:00",8.25,15368,"United Kingdom"
"544392","22356","CHARLOTTE BAG PINK POLKADOT",1,"2011-02-18 11:54:00",0.85,14680,"United Kingdom"
"526513","21928","JUMBO BAG SCANDINAVIAN PAISLEY",10,"2010-10-12 11:04:00",1.95,15039,"United Kingdom"
"511522","72741","GRAND CHOCOLATECANDLE",18,"2010-06-08 16:47:00",1.45,16072,"United Kingdom"
"581492","23567","EGG CUP HENRIETTA HEN PINK",1,"2011-12-09 10:03:00",2.46,\N,"United Kingdom"
"579472","23162","REGENCY TEA STRAINER",1,"2011-11-29 15:09:00",3.75,13521,"United Kingdom"
"567424","23359","SET OF 12 T-LIGHTS VINTAGE DOILY",12,"2011-09-20 11:16:00",1.95,16369,"United Kingdom"
"503725","20679","EDWARDIAN PARASOL RED",6,"2010-04-06 16:37:00",5.95,13207,"United Kingdom"
"489436","22295","HEART FILIGREE DOVE LARGE",12,"2009-12-01 09:06:00",1.65,13078,"United Kingdom"
"554703","22355","CHARLOTTE BAG SUKI DESIGN",10,"2011-05-26 10:03:00",0.85,15281,"United Kingdom"
"513200","22321","BIRD DECORATION RED SPOT",1,"2010-06-22 16:28:00",1.66,\N,"United Kingdom"
"513450","22366","DOOR MAT AIRMAIL ",1,"2010-06-24 15:03:00",0,\N,"United Kingdom"
"516488","85150","LADIES & GENTLEMEN METAL SIGN",6,"2010-07-21 10:04:00",2.55,17865,"United Kingdom"
"492177","47580","TEA TIME DES TEA COSY",1,"2009-12-15 15:24:00",2.55,15311,"United Kingdom"
"500129","90214C","LETTER ""C"" BLING KEY RING",2,"2010-03-04 14:50:00",1.25,15768,"United Kingdom"
"567204","22617","BAKING SET SPACEBOY DESIGN",3,"2011-09-19 10:43:00",4.95,15365,"United Kingdom"
"506898","22494","EMERGENCY FIRST AID TIN ",12,"2010-05-05 09:35:00",1.25,16135,"United Kingdom"
"558534","23244","ROUND STORAGE TIN VINTAGE LEAF",6,"2011-06-30 11:54:00",1.95,13988,"United Kingdom"
"551218","21868","POTTING SHED TEA MUG",6,"2011-04-27 11:41:00",1.25,18077,"United Kingdom"
"518358","85049C","ROMANTIC PINKS RIBBONS ",12,"2010-08-06 15:21:00",1.25,16571,"United Kingdom"
"557500","22558","CLOTHES PEGS RETROSPOT PACK 24 ",1,"2011-06-20 15:27:00",3.29,\N,"United Kingdom"
"500853","21078","SET/20 STRAWBERRY PAPER NAPKINS ",3,"2010-03-10 12:22:00",0.85,13566,"United Kingdom"
"577968","85135B",\N,2,"2011-11-22 12:12:00",0,\N,"United Kingdom"
"578944","20973","12 PENCIL SMALL TUBE WOODLAND",1,"2011-11-27 13:41:00",0.65,16005,"United Kingdom"
"490072","72803B","OCEAN SCENT CANDLE JEWELLED DRAWER",1,"2009-12-03 14:28:00",4.25,17764,"United Kingdom"
"494016","21212","PACK OF 72 RETRO SPOT CAKE CASES",1,"2010-01-11 09:35:00",1.3,\N,"United Kingdom"
"511093","21865","PINK UNION JACK  PASSPORT COVER ",3,"2010-06-06 15:22:00",2.1,17920,"United Kingdom"
"571716","22703","PINK CAT BOWL",3,"2011-10-18 17:05:00",1.63,\N,"United Kingdom"
"534887","21640","ASSORTED TUTTI FRUTTI  FOB NOTEBOOK",12,"2010-11-24 14:55:00",0.85,16903,"United Kingdom"
"554514","72807B","SET/3 OCEAN SCENT CANDLE JEWEL BOX",1,"2011-05-24 15:58:00",8.29,\N,"United Kingdom"
"572186","22735","RIBBON REEL SOCKS AND MITTENS",10,"2011-10-21 10:55:00",1.65,16497,"United Kingdom"
"509916","22487","WHITE WOOD GARDEN PLANT LADDER",1,"2010-05-26 11:46:00",9.95,14606,"United Kingdom"
"525928","22118","JOY WOODEN BLOCK LETTERS",2,"2010-10-07 16:48:00",4.95,16072,"United Kingdom"
"580059","22633","HAND WARMER UNION JACK",24,"2011-12-01 13:22:00",2.1,17768,"United Kingdom"
"C555384","23199","JUMBO BAG APPLES",-1,"2011-06-02 15:20:00",2.08,13534,"United Kingdom"
"521922","84997B","RED 3 PIECE MINI DOTS CUTLERY SET",6,"2010-09-09 14:49:00",3.75,12631,"Finland"
"503157","10135","COLOURING PENCILS BROWN TUBE",3,"2010-03-30 12:40:00",1.25,15719,"United Kingdom"
"568829","22666","RECIPE BOX PANTRY YELLOW DESIGN",6,"2011-09-29 11:33:00",2.95,17633,"United Kingdom"
"532055","22300","COFFEE MUG DOG + BALL DESIGN",6,"2010-11-10 14:26:00",2.55,15529,"United Kingdom"
"557853","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-06-23 11:01:00",2.08,16258,"United Kingdom"
"562420","15036","ASSORTED COLOURS SILK FAN",6,"2011-08-04 16:38:00",1.63,\N,"United Kingdom"
"536004","21770",\N,2,"2010-11-29 14:37:00",0,\N,"United Kingdom"
"494442","21527","RETRO SPOT TRADITIONAL TEAPOT ",2,"2010-01-14 13:02:00",7.95,12644,"Germany"
"569374","23399","HOME SWEET HOME HANGING HEART",1,"2011-10-03 16:14:00",2.08,\N,"United Kingdom"
"572746","82494L","WOODEN FRAME ANTIQUE WHITE ",3,"2011-10-25 16:30:00",2.95,13263,"United Kingdom"
"541827","22930","BAKING MOULD HEART MILK CHOCOLATE",1,"2011-01-21 17:05:00",4.96,\N,"United Kingdom"
"536216","22809","SET OF 6 T-LIGHTS SANTA",1,"2010-11-30 13:41:00",2.95,14390,"United Kingdom"
"525335","22166","WALL MIRROR , RECT DIAMANTE, PINK/",12,"2010-10-05 11:24:00",3.95,14298,"United Kingdom"
"544812","22216","T-LIGHT HOLDER WHITE LACE",2,"2011-02-23 15:58:00",1.63,\N,"United Kingdom"
"C571196","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",-12,"2011-10-14 12:02:00",0.83,\N,"United Kingdom"
"522327","22485","SET OF 2 WOODEN MARKET CRATES",1,"2010-09-13 16:15:00",12.75,18069,"United Kingdom"
"494147","21714","CITRONELLA CANDLE GARDEN POT",2,"2010-01-11 14:39:00",2.51,\N,"United Kingdom"
"528395","22571","ROCKING HORSE RED CHRISTMAS ",12,"2010-10-21 19:28:00",0.85,14702,"United Kingdom"
"504935","21245","GREEN  SPOTTY PLATE ",1,"2010-04-19 11:19:00",3.36,\N,"United Kingdom"
"576597","22835","HOT WATER BOTTLE I AM SO POORLY",4,"2011-11-15 14:57:00",4.95,14194,"United Kingdom"
"565802","22115","METAL SIGN EMPIRE TEA",12,"2011-09-07 10:36:00",0.79,17573,"United Kingdom"
"510064","84968A","S/16 VINTAGE ROSE CUTLERY",1,"2010-05-27 10:56:00",3.24,\N,"United Kingdom"
"502096","22265","EASTER DECORATION NATURAL CHICK",7,"2010-03-22 18:00:00",0.65,16441,"United Kingdom"
"524691","22660","DOORMAT I LOVE LONDON",2,"2010-09-30 11:51:00",7.95,18178,"United Kingdom"
"542624","22196","SMALL HEART MEASURING SPOONS",1,"2011-01-31 09:48:00",1.63,\N,"United Kingdom"
"536592","22301","COFFEE MUG CAT + BIRD DESIGN",2,"2010-12-01 17:06:00",5.06,\N,"United Kingdom"
"532294","21765","HANGING METAL BIRD BATH",1,"2010-11-11 13:35:00",7.95,\N,"United Kingdom"
"569089","22941","CHRISTMAS LIGHTS 10 REINDEER",2,"2011-09-30 12:03:00",8.5,13764,"United Kingdom"
